T,X,V
11.7333,0.133464,0.323882
11.7467,0.137654,0.304547
11.76,0.141583,0.28475
11.7733,0.145246,0.264526
11.7867,0.148636,0.243914
11.8,0.151749,0.222952
11.8133,0.15458,0.201677
11.8267,0.157125,0.18013
11.84,0.159382,0.158349
11.8533,0.161347,0.136374
11.8667,0.163018,0.114246
11.88,0.164393,0.0920023
11.8933,0.165471,0.0696846
11.9067,0.166251,0.0473324
11.92,0.166733,0.0249855
11.9333,0.166918,0.00268348
11.9467,0.166805,-0.0195343
11.96,0.166397,-0.0416287
11.9733,0.165696,-0.0635611
11.9867,0.164703,-0.0852931
12,0.163423,-0.106787
12.0133,0.161857,-0.128006
12.0267,0.16001,-0.148913
12.04,0.157887,-0.169472
12.0533,0.155493,-0.189649
12.0667,0.152832,-0.209409
12.08,0.149911,-0.228718
12.0933,0.146735,-0.247544
12.1067,0.143312,-0.265856
12.12,0.139648,-0.283624
12.1333,0.135751,-0.300817
12.1467,0.131629,-0.317408
12.16,0.12729,-0.33337
12.1733,0.122742,-0.348677
12.1867,0.117995,-0.363304
12.2,0.113057,-0.377228
12.2133,0.107938,-0.390428
12.2267,0.102649,-0.402882
12.24,0.0971982,-0.414571
12.2533,0.091597,-0.425479
12.2667,0.0858557,-0.435588
12.28,0.0799849,-0.444885
12.2933,0.0739958,-0.453354
12.3067,0.0678992,-0.460986
12.32,0.0617066,-0.46777
12.3333,0.0554292,-0.473697
12.3467,0.0490785,-0.478759
12.36,0.0426661,-0.482952
12.3733,0.0362036,-0.486272
12.3867,0.0297027,-0.488716
12.4,0.0231751,-0.490283
12.4133,0.0166324,-0.490974
12.4267,0.0100863,-0.490792
12.44,0.00354851,-0.489739
12.4533,-0.00296952,-0.487822
12.4667,-0.00945627,-0.485047
12.48,-0.0159003,-0.481423
12.4933,-0.0222905,-0.476959
12.5067,-0.0286156,-0.471667
12.52,-0.0348647,-0.46556
12.5333,-0.0410269,-0.458651
12.5467,-0.0470918,-0.450955
12.56,-0.053049,-0.442491
12.5733,-0.0588883,-0.433275
12.5867,-0.0645997,-0.423328
12.6,-0.0701738,-0.412669
12.6133,-0.0756012,-0.401321
12.6267,-0.0808728,-0.389306
12.64,-0.0859798,-0.376649
12.6533,-0.090914,-0.363373
12.6667,-0.0956672,-0.349507
12.68,-0.100232,-0.335075
12.6933,-0.1046,-0.320107
12.7067,-0.108766,-0.304631
12.72,-0.112721,-0.288676
12.7333,-0.116462,-0.272272
12.7467,-0.11998,-0.255452
12.76,-0.123272,-0.238245
12.7733,-0.126332,-0.220684
12.7867,-0.129155,-0.202802
12.8,-0.131739,-0.184631
12.8133,-0.134078,-0.166206
12.8267,-0.13617,-0.147559
12.84,-0.138012,-0.128724
12.8533,-0.139602,-0.109737
12.8667,-0.140938,-0.0906309
12.88,-0.142018,-0.0714402
12.8933,-0.142842,-0.0521993
12.9067,-0.14341,-0.0329427
12.92,-0.143721,-0.0137045
12.9333,-0.143776,0.00548125
12.9467,-0.143575,0.0245807
12.96,-0.143121,0.0435602
12.9733,-0.142414,0.0623867
12.9867,-0.141458,0.0810274
13,-0.140255,0.0994499
13.0133,-0.138807,0.117623
13.0267,-0.137119,0.135514
13.04,-0.135195,0.153093
13.0533,-0.133038,0.170331
13.0667,-0.130654,0.187198
13.08,-0.128048,0.203665
13.0933,-0.125225,0.219706
13.1067,-0.122191,0.235292
13.12,-0.118953,0.250399
13.1333,-0.115516,0.265002
13.1467,-0.111888,0.279076
13.16,-0.108077,0.292599
13.1733,-0.104088,0.305548
13.1867,-0.0999313,0.317904
13.2,-0.0956136,0.329647
13.2133,-0.0911435,0.340758
13.2267,-0.0865296,0.351221
13.24,-0.0817806,0.361018
13.2533,-0.0769055,0.370136
13.2667,-0.0719134,0.378561
13.28,-0.0668136,0.38628
13.2933,-0.0616158,0.393284
13.3067,-0.0563293,0.399562
13.32,-0.050964,0.405106
13.3333,-0.0455298,0.40991
13.3467,-0.0400364,0.413967
13.36,-0.034494,0.417273
13.3733,-0.0289125,0.419826
13.3867,-0.023302,0.421624
13.4,-0.0176725,0.422667
13.4133,-0.0120342,0.422956
13.4267,-0.00639705,0.422494
13.44,-0.000771046,0.421283
13.4533,0.00483387,0.419331
13.4667,0.0104078,0.416642
13.48,0.0159411,0.413225
13.4933,0.021424,0.409089
13.5067,0.026847,0.404243
13.52,0.0322007,0.398699
13.5333,0.0374759,0.392471
13.5467,0.0426636,0.385571
13.56,0.0477549,0.378014
13.5733,0.0527411,0.369818
13.5867,0.0576139,0.360998
13.6,0.062365,0.351572
13.6133,0.0669866,0.341561
13.6267,0.0714708,0.330983
13.64,0.0758104,0.319861
13.6533,0.0799981,0.308216
13.6667,0.0840272,0.29607
13.68,0.0878912,0.283448
13.6933,0.0915838,0.270373
13.7067,0.0950993,0.256871
13.72,0.098432,0.242967
13.7333,0.101577,0.228688
13.7467,0.104529,0.21406
13.76,0.107284,0.19911
13.7733,0.109837,0.183867
13.7867,0.112185,0.168359
13.8,0.114326,0.152614
13.8133,0.116254,0.136661
13.8267,0.117969,0.120529
13.84,0.119468,0.104248
13.8533,0.120748,0.0878469
13.8667,0.12181,0.0713554
13.88,0.122651,0.0548033
13.8933,0.123271,0.0382199
13.9067,0.12367,0.021635
13.92,0.123848,0.00507792
13.9333,0.123806,-0.0114221
13.9467,0.123544,-0.027836
13.96,0.123064,-0.0441349
13.9733,0.122368,-0.0602905
13.9867,0.121457,-0.0762747
14,0.120335,-0.0920598
14.0133,0.119003,-0.107618
14.0267,0.117466,-0.122924
14.04,0.115726,-0.137951
14.0533,0.113789,-0.152673
14.0667,0.111657,-0.167065
14.08,0.109335,-0.181103
14.0933,0.106829,-0.194764
14.1067,0.104143,-0.208025
14.12,0.101283,-0.220864
14.1333,0.0982554,-0.23326
14.1467,0.0950652,-0.245193
14.16,0.0917191,-0.256643
14.1733,0.0882236,-0.267592
14.1867,0.0845856,-0.278023
14.2,0.080812,-0.287919
14.2133,0.0769102,-0.297265
14.2267,0.0728875,-0.306046
14.24,0.0687515,-0.314249
14.2533,0.0645101,-0.321862
14.2667,0.0601712,-0.328873
14.28,0.0557429,-0.335273
14.2933,0.0512334,-0.341053
14.3067,0.046651,-0.346205
14.32,0.0420041,-0.350722
14.3333,0.0373012,-0.354598
14.3467,0.032551,-0.35783
14.36,0.027762,-0.360415
14.3733,0.0229428,-0.36235
14.3867,0.0181022,-0.363634
14.4,0.0132488,-0.364268
14.4133,0.00839125,-0.364254
14.4267,0.00353823,-0.363593
14.44,-0.00130171,-0.36229
14.4533,-0.00612001,-0.360349
14.4667,-0.0109082,-0.357777
14.48,-0.015658,-0.354581
14.4933,-0.020361,-0.350768
14.5067,-0.0250091,-0.346348
14.52,-0.0295943,-0.341332
14.5333,-0.0341087,-0.33573
14.5467,-0.0385445,-0.329555
14.56,-0.0428943,-0.322819
14.5733,-0.0471506,-0.315538
14.5867,-0.0513063,-0.307727
14.6,-0.0553544,-0.2994
14.6133,-0.0592881,-0.290576
14.6267,-0.0631009,-0.281272
14.64,-0.0667866,-0.271505
14.6533,-0.0703391,-0.261296
14.6667,-0.0737526,-0.250665
14.68,-0.0770217,-0.239631
14.6933,-0.0801411,-0.228216
14.7067,-0.0831059,-0.216441
14.72,-0.0859114,-0.20433
14.7333,-0.0885533,-0.191905
14.7467,-0.0910275,-0.179188
14.76,-0.0933305,-0.166205
14.7733,-0.0954586,-0.152979
14.7867,-0.0974089,-0.139534
14.8,-0.0991786,-0.125895
14.8133,-0.100765,-0.112087
14.8267,-0.102167,-0.0981361
14.84,-0.103382,-0.0840663
14.8533,-0.104408,-0.0699036
14.8667,-0.105246,-0.0556733
14.88,-0.105893,-0.0414012
14.8933,-0.10635,-0.0271125
14.9067,-0.106616,-0.0128329
14.92,-0.106692,0.0014126
14.9333,-0.106578,0.0155987
14.9467,-0.106276,0.0297005
14.96,-0.105787,0.0436932
14.9733,-0.105112,0.0575527
14.9867,-0.104253,0.0712547
15,-0.103212,0.0847756
15.0133,-0.101993,0.0980921
15.0267,-0.100598,0.111181
15.04,-0.0990294,0.124021
15.0533,-0.0972916,0.13659
15.0667,-0.0953883,0.148866
15.08,-0.0933233,0.160829
15.0933,-0.091101,0.172459
15.1067,-0.0887259,0.183737
15.12,-0.086203,0.194643
15.1333,-0.0835372,0.205161
15.1467,-0.0807338,0.215273
15.16,-0.0777984,0.224963
15.1733,-0.0747367,0.234215
15.1867,-0.0715547,0.243014
15.2,-0.0682584,0.251347
15.2133,-0.0648542,0.259201
15.2267,-0.0613486,0.266564
15.24,-0.0577481,0.273425
15.2533,-0.0540595,0.279773
15.2667,-0.0502898,0.2856
15.28,-0.0464459,0.290896
15.2933,-0.0425349,0.295656
15.3067,-0.0385642,0.299872
15.32,-0.0345408,0.303539
15.3333,-0.0304722,0.306653
15.3467,-0.0263659,0.309211
15.36,-0.0222291,0.31121
15.3733,-0.0180694,0.312649
15.3867,-0.0138943,0.313527
15.4,-0.00971119,0.313846
15.4133,-0.00552755,0.313607
15.4267,-0.00135081,0.312812
15.44,0.00281165,0.311466
15.4533,0.00695251,0.309572
15.4667,0.0110645,0.307137
15.48,0.0151405,0.304167
15.4933,0.0191733,0.300669
15.5067,0.023156,0.296652
15.52,0.0270817,0.292124
15.5333,0.0309437,0.287096
15.5467,0.0347355,0.281579
15.56,0.0384504,0.275585
15.5733,0.0420823,0.269126
15.5867,0.0456251,0.262215
15.6,0.0490728,0.254866
15.6133,0.0524196,0.247095
15.6267,0.0556602,0.238916
15.64,0.058789,0.230346
15.6533,0.0618011,0.221402
15.6667,0.0646915,0.212101
15.68,0.0674556,0.20246
15.6933,0.070089,0.192499
15.7067,0.0725875,0.182236
15.72,0.0749473,0.171691
15.7333,0.0771648,0.160883
15.7467,0.0792365,0.149833
15.76,0.0811594,0.138562
15.7733,0.0829306,0.127089
15.7867,0.0845476,0.115437
15.8,0.0860082,0.103627
15.8133,0.0873104,0.0916801
15.8267,0.0884525,0.0796181
15.84,0.0894331,0.0674631
15.8533,0.0902512,0.0552369
15.8667,0.0909059,0.0429615
15.88,0.0913967,0.030659
15.8933,0.0917234,0.0183511
15.9067,0.0918861,0.00605983
15.92,0.0918852,-0.00619313
15.9333,0.0917213,-0.0183862
15.9467,0.0913953,-0.0304979
15.96,0.0909084,-0.0425073
15.9733,0.0902623,-0.0543932
15.9867,0.0894586,-0.0661352
16,0.0884994,-0.0777131
16.0133,0.0873871,-0.0891068
16.0267,0.0861241,-0.100297
16.04,0.0847135,-0.111265
16.0533,0.0831582,-0.121991
16.0667,0.0814615,-0.132458
16.08,0.0796272,-0.142649
16.0933,0.0776589,-0.152545
16.1067,0.0755607,-0.162132
16.12,0.0733368,-0.171393
16.1333,0.0709917,-0.180312
16.1467,0.06853,-0.188877
16.16,0.0659566,-0.197072
16.1733,0.0632765,-0.204884
16.1867,0.0604948,-0.212302
16.2,0.0576169,-0.219314
16.2133,0.0546483,-0.225909
16.2267,0.0515946,-0.232076
16.24,0.0484615,-0.237808
16.2533,0.045255,-0.243094
16.2667,0.041981,-0.247929
16.28,0.0386456,-0.252304
16.2933,0.035255,-0.256214
16.3067,0.0318153,-0.259654
16.32,0.028333,-0.262619
16.3333,0.0248143,-0.265107
16.3467,0.0212656,-0.267115
16.36,0.0176934,-0.268641
16.3733,0.014104,-0.269684
16.3867,0.0105039,-0.270245
16.4,0.0068996,-0.270324
16.4133,0.00329743,-0.269923
16.4267,-0.000296216,-0.269045
16.44,-0.00387499,-0.267693
16.4533,-0.0074326,-0.265871
16.4667,-0.0109628,-0.263585
16.48,-0.0144595,-0.260841
16.4933,-0.0179166,-0.257645
16.5067,-0.0213281,-0.254005
16.52,-0.0246881,-0.249929
16.5333,-0.0279909,-0.245425
16.5467,-0.0312309,-0.240504
16.56,-0.0344026,-0.235176
16.5733,-0.0375005,-0.229453
16.5867,-0.0405196,-0.223345
16.6,-0.0434547,-0.216865
16.6133,-0.0463011,-0.210026
16.6267,-0.0490539,-0.202842
16.64,-0.0517087,-0.195327
16.6533,-0.0542612,-0.187496
16.6667,-0.0567073,-0.179363
16.68,-0.059043,-0.170944
16.6933,-0.0612646,-0.162256
16.7067,-0.0633687,-0.153314
16.72,-0.0653519,-0.144137
16.7333,-0.0672113,-0.13474
16.7467,-0.0689441,-0.125142
16.76,-0.0705476,-0.11536
16.7733,-0.0720196,-0.105412
16.7867,-0.073358,-0.0953173
16.8,-0.0745608,-0.0850937
16.8133,-0.0756266,-0.0747599
16.8267,-0.076554,-0.0643348
16.84,-0.0773419,-0.0538371
16.8533,-0.0779894,-0.0432859
16.8667,-0.078496,-0.0327
16.88,-0.0788614,-0.0220983
16.8933,-0.0790854,-0.0114998
16.9067,-0.0791681,-0.000923144
16.92,-0.0791101,0.00961291
16.9333,-0.0789121,0.0200898
16.9467,-0.0785748,0.0304893
16.96,-0.0780994,0.0407932
16.9733,-0.0774874,0.0509836
16.9867,-0.0767405,0.0610428
17,-0.0758603,0.0709536
17.0133,-0.0748491,0.080699
17.0267,-0.0737091,0.0902623
17.04,-0.072443,0.0996273
17.0533,-0.0710534,0.108778
17.0667,-0.0695432,0.1177
17.08,-0.0679158,0.126377
17.0933,-0.0661744,0.134795
17.1067,-0.0643225,0.14294
17.12,-0.0623639,0.1508
17.1333,-0.0603025,0.15836
17.1467,-0.0581423,0.165609
17.16,-0.0558877,0.172536
17.1733,-0.0535429,0.179129
17.1867,-0.0511124,0.185378
17.2,-0.048601,0.191273
17.2133,-0.0460134,0.196805
17.2267,-0.0433545,0.201966
17.24,-0.0406294,0.206748
17.2533,-0.037843,0.211144
17.2667,-0.0350006,0.215148
17.28,-0.0321075,0.218755
17.2933,-0.0291689,0.221959
17.3067,-0.0261904,0.224756
17.32,-0.0231773,0.227144
17.3333,-0.020135,0.229119
17.3467,-0.0170693,0.23068
17.36,-0.0139854,0.231825
17.3733,-0.0108891,0.232555
17.3867,-0.00778582,0.232869
17.4,-0.00468112,0.232768
17.4133,-0.0015805,0.232255
17.4267,0.00151054,0.231333
17.44,0.00458656,0.230003
17.4533,0.00764217,0.228271
17.4667,0.010672,0.226141
17.48,0.0136708,0.223618
17.4933,0.0166334,0.220708
17.5067,0.0195547,0.217419
17.52,0.0224296,0.213757
17.5333,0.0252533,0.20973
17.5467,0.0280209,0.205348
17.56,0.0307277,0.200619
17.5733,0.0333692,0.195552
17.5867,0.035941,0.190159
17.6,0.0384387,0.18445
17.6133,0.0408583,0.178437
17.6267,0.0431957,0.172131
17.64,0.0454472,0.165546
17.6533,0.0476091,0.158692
17.6667,0.0496779,0.151585
17.68,0.0516503,0.144237
17.6933,0.0535232,0.136662
17.7067,0.0552937,0.128875
17.72,0.056959,0.120891
17.7333,0.0585166,0.112724
17.7467,0.0599642,0.10439
17.76,0.0612997,0.0959038
17.7733,0.0625211,0.0872814
17.7867,0.0636266,0.0785386
17.8,0.0646149,0.0696914
17.8133,0.0654847,0.0607558
17.8267,0.0662348,0.0517482
17.84,0.0668644,0.0426847
17.8533,0.0673729,0.0335816
17.8667,0.0677598,0.0244553
17.88,0.068025,0.0153221
17.8933,0.0681684,0.00619817
17.9067,0.0681904,-0.00290035
17.92,0.0680913,-0.0119574
17.9333,0.0678718,-0.0209571
17.9467,0.0675327,-0.0298837
17.96,0.0670753,-0.0387216
17.9733,0.0665006,-0.0474556
17.9867,0.0658103,-0.0560705
18,0.065006,-0.0645515
18.0133,0.0640896,-0.0728842
18.0267,0.0630631,-0.0810543
18.04,0.0619289,-0.0890481
18.0533,0.0606894,-0.0968519
18.0667,0.0593471,-0.104453
18.08,0.0579049,-0.111838
18.0933,0.0563658,-0.118995
18.1067,0.0547328,-0.125913
18.12,0.0530092,-0.13258
18.1333,0.0511985,-0.138985
18.1467,0.0493042,-0.145118
18.16,0.0473299,-0.150968
18.1733,0.0452796,-0.156528
18.1867,0.0431572,-0.161788
18.2,0.0409667,-0.16674
18.2133,0.0387122,-0.171376
18.2267,0.0363981,-0.17569
18.24,0.0340286,-0.179675
18.2533,0.0316082,-0.183325
18.2667,0.0291415,-0.186635
18.28,0.0266328,-0.189601
18.2933,0.024087,-0.192219
18.3067,0.0215085,-0.194486
18.32,0.0189022,-0.196398
18.3333,0.0162728,-0.197955
18.3467,0.013625,-0.199154
18.36,0.0109637,-0.199995
18.3733,0.00829344,-0.200478
18.3867,0.00561917,-0.200603
18.4,0.00294562,-0.200372
18.4133,0.000277505,-0.199786
18.4267,-0.00238045,-0.198848
18.44,-0.00502356,-0.197562
18.4533,-0.00764722,-0.19593
18.4667,-0.0102468,-0.193956
18.48,-0.0128179,-0.191647
18.4933,-0.015356,-0.189007
18.5067,-0.0178566,-0.186042
18.52,-0.0203157,-0.182759
18.5333,-0.0227288,-0.179165
18.5467,-0.0250921,-0.175267
18.56,-0.0274013,-0.171075
18.5733,-0.0296528,-0.166595
18.5867,-0.0318426,-0.161837
18.6,-0.0339672,-0.156812
18.6133,-0.0360231,-0.151528
18.6267,-0.0380069,-0.145997
18.64,-0.0399153,-0.140229
18.6533,-0.0417453,-0.134235
18.6667,-0.043494,-0.128027
18.68,-0.0451585,-0.121616
18.6933,-0.0467362,-0.115016
18.7067,-0.0482248,-0.108237
18.72,-0.0496218,-0.101294
18.7333,-0.0509253,-0.094199
18.7467,-0.0521332,-0.086965
18.76,-0.0532438,-0.0796056
18.7733,-0.0542555,-0.0721344
18.7867,-0.0551669,-0.064565
18.8,-0.0559769,-0.0569113
18.8133,-0.0566843,-0.0491872
18.8267,-0.0572883,-0.0414067
18.84,-0.0577883,-0.0335837
18.8533,-0.0581837,-0.0257325
18.8667,-0.0584744,-0.0178669
18.88,-0.0586602,-0.010001
18.8933,-0.0587411,-0.00214882
18.9067,-0.0587176,0.00567586
18.92,-0.05859,0.0134592
18.9333,-0.0583589,0.0211877
18.9467,-0.0580253,0.0288476
18.96,-0.05759,0.0364259
18.9733,-0.0570543,0.0439092
18.9867,-0.0564196,0.0512848
19,-0.0556873,0.05854
19.0133,-0.0548591,0.0656624
19.0267,-0.0539369,0.0726398
19.04,-0.0529227,0.0794605
19.0533,-0.0518187,0.0861131
19.0667,-0.0506272,0.0925863
19.08,-0.0493506,0.0988694
19.0933,-0.0479916,0.104952
19.1067,-0.0465528,0.110824
19.12,-0.0450372,0.116476
19.1333,-0.0434478,0.121899
19.1467,-0.0417876,0.127085
19.16,-0.04006,0.132023
19.1733,-0.0382681,0.136708
19.1867,-0.0364156,0.141132
19.2,-0.0345058,0.145288
19.2133,-0.0325424,0.14917
19.2267,-0.0305292,0.152771
19.24,-0.0284698,0.156087
19.2533,-0.0263682,0.159113
19.2667,-0.0242281,0.161844
19.28,-0.0220536,0.164278
19.2933,-0.0198487,0.16641
19.3067,-0.0176174,0.168239
19.32,-0.0153637,0.169761
19.3333,-0.0130918,0.170977
19.3467,-0.0108057,0.171884
19.36,-0.00850958,0.172483
19.3733,-0.00620752,0.172774
19.3867,-0.00390364,0.172757
19.4,-0.00160203,0.172433
19.4133,0.000693231,0.171805
19.4267,0.0029781,0.170875
19.44,0.00524857,0.169645
19.4533,0.00750066,0.168119
19.4667,0.00973045,0.166301
19.48,0.0119341,0.164196
19.4933,0.0141077,0.161807
19.5067,0.0162477,0.159141
19.52,0.0183503,0.156203
19.5333,0.020412,0.153
19.5467,0.0224292,0.149538
19.56,0.0243985,0.145825
19.5733,0.0263167,0.141868
19.5867,0.0281806,0.137675
19.6,0.0299871,0.133255
19.6133,0.0317331,0.128616
19.6267,0.0334159,0.123767
19.64,0.0350327,0.118718
19.6533,0.0365809,0.113478
19.6667,0.038058,0.108058
19.68,0.0394617,0.102469
19.6933,0.0407898,0.0967192
19.7067,0.0420402,0.0908212
19.72,0.043211,0.0847856
19.7333,0.0443006,0.0786238
19.7467,0.0453072,0.072347
19.76,0.0462294,0.065967
19.7733,0.0470659,0.0594954
19.7867,0.0478155,0.0529441
19.8,0.0484774,0.046325
19.8133,0.0490506,0.0396502
19.8267,0.0495346,0.0329316
19.84,0.0499287,0.0261815
19.8533,0.0502326,0.0194119
19.8667,0.0504463,0.0126349
19.88,0.0505696,0.0058625
19.8933,0.0506027,-0.00089325
19.9067,0.0505459,-0.00762045
19.92,0.0503997,-0.0143073
19.9333,0.0501646,-0.020942
19.9467,0.0498415,-0.0275131
19.96,0.0494313,-0.0340092
19.9733,0.048935,-0.040419
19.9867,0.0483538,-0.0467315
20,0.0476893,-0.052936
