T,X,V
11.8,0.927085,1.18538
11.8133,0.942061,1.06076
11.8267,0.955363,0.934242
11.84,0.966967,0.806068
11.8533,0.976852,0.676461
11.8667,0.985001,0.545651
11.88,0.991398,0.413872
11.8933,0.996034,0.281356
11.9067,0.998899,0.148341
11.92,0.999989,0.0150623
11.9333,0.999301,-0.118243
11.9467,0.996836,-0.251339
11.96,0.9926,-0.383988
11.9733,0.9866,-0.515954
11.9867,0.978846,-0.647003
12,0.969351,-0.776902
12.0133,0.958134,-0.90542
12.0267,0.945214,-1.03233
12.04,0.930614,-1.1574
12.0533,0.914359,-1.28042
12.0667,0.896479,-1.40116
12.08,0.877006,-1.51941
12.0933,0.855974,-1.63496
12.1067,0.83342,-1.7476
12.12,0.809385,-1.85714
12.1333,0.783911,-1.96337
12.1467,0.757044,-2.06612
12.16,0.728831,-2.16519
12.1733,0.699322,-2.26042
12.1867,0.668571,-2.35162
12.2,0.636631,-2.43865
12.2133,0.60356,-2.52134
12.2267,0.569415,-2.59955
12.24,0.534259,-2.67314
12.2533,0.498153,-2.74198
12.2667,0.461161,-2.80594
12.28,0.42335,-2.86492
12.2933,0.384786,-2.9188
12.3067,0.345538,-2.9675
12.32,0.305676,-3.01092
12.3333,0.265271,-3.04899
12.3467,0.224394,-3.08163
12.36,0.183118,-3.10881
12.3733,0.141517,-3.13045
12.3867,0.0996642,-3.14653
12.4,0.0576343,-3.15702
12.4133,0.0155019,-3.1619
12.4267,-0.026658,-3.16115
12.44,-0.0687706,-3.15479
12.4533,-0.110761,-3.14282
12.4667,-0.152554,-3.12526
12.48,-0.194077,-3.10215
12.4933,-0.235254,-3.07352
12.5067,-0.276013,-3.03944
12.52,-0.316281,-2.99994
12.5333,-0.355988,-2.95512
12.5467,-0.395061,-2.90504
12.56,-0.433433,-2.8498
12.5733,-0.471033,-2.78949
12.5867,-0.507797,-2.72423
12.6,-0.543658,-2.65412
12.6133,-0.578553,-2.5793
12.6267,-0.612419,-2.49989
12.64,-0.645196,-2.41603
12.6533,-0.676827,-2.32788
12.6667,-0.707255,-2.2356
12.68,-0.736426,-2.13934
12.6933,-0.764287,-2.03928
12.7067,-0.79079,-1.93559
12.72,-0.815888,-1.82846
12.7333,-0.839535,-1.71808
12.7467,-0.86169,-1.60465
12.76,-0.882313,-1.48837
12.7733,-0.901368,-1.36944
12.7867,-0.91882,-1.24808
12.8,-0.93464,-1.12449
12.8133,-0.948798,-0.998912
12.8267,-0.96127,-0.871555
12.84,-0.972032,-0.742649
12.8533,-0.981068,-0.612423
12.8667,-0.988359,-0.481109
12.88,-0.993893,-0.348939
12.8933,-0.997661,-0.216149
12.9067,-0.999656,-0.0829747
12.92,-0.999873,0.050347
12.9333,-0.998313,0.183579
12.9467,-0.994979,0.316485
12.96,-0.989876,0.448828
12.9733,-0.983014,0.580374
12.9867,-0.974404,0.710888
13,-0.964063,0.840138
13.0133,-0.952007,0.967895
13.0267,-0.93826,1.09393
13.04,-0.922844,1.21802
13.0533,-0.905789,1.33995
13.0667,-0.887123,1.4595
13.08,-0.86688,1.57645
13.0933,-0.845097,1.6906
13.1067,-0.821811,1.80174
13.12,-0.797065,1.90968
13.1333,-0.770901,2.01423
13.1467,-0.743368,2.11519
13.16,-0.714513,2.2124
13.1733,-0.684388,2.30567
13.1867,-0.653047,2.39485
13.2,-0.620544,2.47977
13.2133,-0.586939,2.56028
13.2267,-0.552291,2.63624
13.24,-0.51666,2.70751
13.2533,-0.480112,2.77397
13.2667,-0.44271,2.8355
13.28,-0.404521,2.89199
13.2933,-0.365613,2.94334
13.3067,-0.326055,2.98946
13.32,-0.285917,3.03027
13.3333,-0.245272,3.06568
13.3467,-0.20419,3.09565
13.36,-0.162745,3.12012
13.3733,-0.121011,3.13904
13.3867,-0.0790624,3.15238
13.4,-0.0369729,3.16012
13.4133,0.00518239,3.16224
13.4267,0.0473284,3.15873
13.44,0.0893903,3.14962
13.4533,0.131293,3.1349
13.4667,0.172963,3.11462
13.48,0.214325,3.08879
13.4933,0.255306,3.05748
13.5067,0.295834,3.02073
13.52,0.335835,2.97861
13.5333,0.37524,2.9312
13.5467,0.413978,2.87858
13.56,0.451979,2.82084
13.5733,0.489178,2.75809
13.5867,0.525507,2.69043
13.6,0.560901,2.61799
13.6133,0.595299,2.5409
13.6267,0.628639,2.4593
13.64,0.660861,2.37332
13.6533,0.691908,2.28312
13.6667,0.721726,2.18886
13.68,0.750261,2.09071
13.6933,0.777462,1.98885
13.7067,0.803281,1.88345
13.72,0.827672,1.77471
13.7333,0.850593,1.66281
13.7467,0.872001,1.54795
13.76,0.891859,1.43034
13.7733,0.910132,1.31019
13.7867,0.926787,1.18771
13.8,0.941795,1.06312
13.8133,0.955128,0.93664
13.8267,0.966764,0.808495
13.84,0.976682,0.678913
13.8533,0.984863,0.548124
13.8667,0.991294,0.41636
13.88,0.995963,0.283857
13.8933,0.998862,0.150849
13.9067,0.999985,0.0175726
13.92,0.99933,-0.115735
13.9333,0.996899,-0.248836
13.9467,0.992696,-0.381496
13.96,0.986729,-0.513477
13.9733,0.979008,-0.644546
13.9867,0.969546,-0.774468
14,0.958361,-0.903015
14.0133,0.945473,-1.02996
14.0267,0.930904,-1.15507
14.04,0.91468,-1.27812
14.0533,0.896831,-1.39891
14.0667,0.877387,-1.51721
14.08,0.856384,-1.63281
14.0933,0.833858,-1.74551
14.1067,0.809851,-1.85511
14.12,0.784404,-1.9614
14.1333,0.757562,-2.06422
14.1467,0.729374,-2.16336
14.16,0.69989,-2.25866
14.1733,0.669161,-2.34994
14.1867,0.637243,-2.43705
14.2,0.604192,-2.51982
14.2133,0.570068,-2.59812
14.2267,0.53493,-2.6718
14.24,0.498841,-2.74073
14.2533,0.461865,-2.80478
14.2667,0.424069,-2.86385
14.28,0.385518,-2.91783
14.2933,0.346283,-2.96663
14.3067,0.306432,-3.01015
14.32,0.266036,-3.04832
14.3333,0.225167,-3.08107
14.3467,0.183899,-3.10835
14.36,0.142303,-3.1301
14.3733,0.100454,-3.14628
14.3867,0.0584268,-3.15688
14.4,0.0162956,-3.16186
14.4133,-0.0258644,-3.16122
14.4267,-0.0679786,-3.15496
14.44,-0.109972,-3.1431
14.4533,-0.15177,-3.12565
14.4667,-0.193298,-3.10264
14.48,-0.234482,-3.07411
14.4933,-0.27525,-3.04013
14.5067,-0.315528,-3.00074
14.52,-0.355246,-2.95601
14.5333,-0.394332,-2.90603
14.5467,-0.432717,-2.85089
14.56,-0.470333,-2.79068
14.5733,-0.507113,-2.7255
14.5867,-0.542991,-2.65549
14.6,-0.577905,-2.58075
14.6133,-0.611791,-2.50142
14.6267,-0.64459,-2.41765
14.64,-0.676243,-2.32958
14.6533,-0.706694,-2.23737
14.6667,-0.735888,-2.14119
14.68,-0.763775,-2.0412
14.6933,-0.790304,-1.93757
14.7067,-0.815428,-1.83051
14.72,-0.839103,-1.72019
14.7333,-0.861286,-1.60682
14.7467,-0.881939,-1.49058
14.76,-0.901024,-1.3717
14.7733,-0.918507,-1.25038
14.7867,-0.934357,-1.12684
14.8,-0.948547,-1.00129
14.8133,-0.96105,-0.873968
14.8267,-0.971846,-0.745089
14.84,-0.980914,-0.614886
14.8533,-0.988238,-0.48359
14.8667,-0.993805,-0.351434
14.88,-0.997607,-0.218653
14.8933,-0.999635,-0.0854842
14.9067,-0.999886,0.0478369
14.92,-0.998359,0.181073
14.9333,-0.995058,0.313987
14.9467,-0.989989,0.446343
14.96,-0.983159,0.577906
14.9733,-0.974582,0.708441
14.9867,-0.964273,0.837718
15,-0.95225,0.965505
15.0133,-0.938534,1.09158
15.0267,-0.92315,1.21571
15.04,-0.906125,1.33768
15.0533,-0.887489,1.45727
15.0667,-0.867276,1.57427
15.08,-0.845521,1.68847
15.0933,-0.822263,1.79968
15.1067,-0.797544,1.90768
15.12,-0.771407,2.01229
15.1333,-0.743899,2.11333
15.1467,-0.715068,2.2106
15.16,-0.684967,2.30395
15.1733,-0.653648,2.39321
15.1867,-0.621167,2.47821
15.2,-0.587582,2.5588
15.2133,-0.552952,2.63485
15.2267,-0.51734,2.70621
15.24,-0.480808,2.77277
15.2533,-0.443421,2.83439
15.2667,-0.405246,2.89098
15.28,-0.366351,2.94243
15.2933,-0.326805,2.98864
15.3067,-0.286678,3.02955
15.32,-0.246041,3.06507
15.3333,-0.204967,3.09514
15.3467,-0.163528,3.11971
15.36,-0.121799,3.13873
15.3733,-0.0798537,3.15218
15.3867,-0.0377662,3.16002
15.4,0.00438854,3.16225
15.4133,0.0465354,3.15885
15.4267,0.0885996,3.14984
15.44,0.130506,3.13523
15.4533,0.172181,3.11505
15.4667,0.21355,3.08933
15.48,0.254539,3.05812
15.4933,0.295075,3.02147
15.5067,0.335088,2.97946
15.52,0.374504,2.93214
15.5333,0.413255,2.87962
15.5467,0.451271,2.82197
15.56,0.488485,2.75932
15.5733,0.524831,2.69175
15.5867,0.560244,2.6194
15.6,0.594661,2.5424
15.6133,0.628021,2.46087
15.6267,0.660265,2.37497
15.64,0.691335,2.28485
15.6533,0.721176,2.19067
15.6667,0.749736,2.0926
15.68,0.776962,1.9908
15.6933,0.802808,1.88547
15.7067,0.827227,1.77678
15.72,0.850175,1.66494
15.7333,0.871612,1.55014
15.7467,0.8915,1.43258
15.76,0.909803,1.31247
15.7733,0.926489,1.19004
15.7867,0.941528,1.06548
15.8,0.954893,0.939038
15.8133,0.966561,0.810922
15.8267,0.976511,0.681364
15.84,0.984726,0.550596
15.8533,0.991189,0.418849
15.8667,0.995891,0.286357
15.88,0.998823,0.153356
15.8933,0.99998,0.020083
15.9067,0.999359,-0.113226
15.92,0.996961,-0.246334
15.9333,0.992792,-0.379004
15.9467,0.986858,-0.511
15.96,0.979169,-0.642088
15.9733,0.96974,-0.772034
15.9867,0.958588,-0.900608
16,0.945731,-1.02758
16.0133,0.931194,-1.15273
16.0267,0.915001,-1.27583
16.04,0.897182,-1.39666
16.0533,0.877768,-1.515
16.0667,0.856794,-1.63066
16.08,0.834296,-1.74341
16.0933,0.810316,-1.85307
16.1067,0.784896,-1.95943
16.12,0.75808,-2.06232
16.1333,0.729917,-2.16153
16.1467,0.700456,-2.2569
16.16,0.669751,-2.34826
16.1733,0.637855,-2.43545
16.1867,0.604825,-2.51831
16.2,0.57072,-2.59669
16.2133,0.5356,-2.67045
16.2267,0.499529,-2.73947
16.24,0.462569,-2.80362
16.2533,0.424788,-2.86279
16.2667,0.386251,-2.91687
16.28,0.347028,-2.96576
16.2933,0.307187,-3.00938
16.3067,0.266801,-3.04765
16.32,0.225941,-3.0805
16.3333,0.184679,-3.10788
16.3467,0.143088,-3.12974
16.36,0.101244,-3.14603
16.3733,0.0592193,-3.15673
16.3867,0.0170894,-3.16182
16.4,-0.0250708,-3.16128
16.4133,-0.0671865,-3.15513
16.4267,-0.109183,-3.14337
16.44,-0.150985,-3.12603
16.4533,-0.192519,-3.10312
16.4667,-0.23371,-3.0747
16.48,-0.274487,-3.04082
16.4933,-0.314775,-3.00153
16.5067,-0.354504,-2.9569
16.52,-0.393602,-2.90702
16.5333,-0.432001,-2.85197
16.5467,-0.469632,-2.79186
16.56,-0.506429,-2.72677
16.5733,-0.542325,-2.65685
16.5867,-0.577257,-2.5822
16.6,-0.611163,-2.50296
16.6133,-0.643983,-2.41927
16.6267,-0.675658,-2.33128
16.64,-0.706132,-2.23915
16.6533,-0.735351,-2.14303
16.6667,-0.763262,-2.04311
16.68,-0.789817,-1.93956
16.6933,-0.814968,-1.83256
16.7067,-0.838671,-1.7223
16.72,-0.860883,-1.60898
16.7333,-0.881564,-1.4928
16.7467,-0.900679,-1.37396
16.76,-0.918193,-1.25269
16.7733,-0.934074,-1.12918
16.7867,-0.948295,-1.00367
16.8,-0.960831,-0.87638
16.8133,-0.971658,-0.747528
16.8267,-0.980759,-0.617348
16.84,-0.988116,-0.48607
16.8533,-0.993717,-0.353928
16.8667,-0.997551,-0.221158
16.88,-0.999613,-0.0879936
16.8933,-0.999897,0.0453268
16.9067,-0.998404,0.178567
16.92,-0.995137,0.311489
16.9333,-0.9901,0.443858
16.9467,-0.983304,0.575438
16.96,-0.97476,0.705995
16.9733,-0.964483,0.835297
16.9867,-0.952492,0.963114
17,-0.938808,1.08922
17.0133,-0.923455,1.21339
17.0267,-0.90646,1.3354
17.04,-0.887855,1.45504
17.0533,-0.867671,1.57209
17.0667,-0.845945,1.68635
17.08,-0.822715,1.79761
17.0933,-0.798023,1.90568
17.1067,-0.771912,2.01035
17.12,-0.744429,2.11146
17.1333,-0.715623,2.20881
17.1467,-0.685545,2.30223
17.16,-0.654248,2.39157
17.1733,-0.621789,2.47665
17.1867,-0.588224,2.55733
17.2,-0.553613,2.63346
17.2133,-0.518019,2.70491
17.2267,-0.481504,2.77156
17.24,-0.444133,2.83328
17.2533,-0.405972,2.88996
17.2667,-0.36709,2.9415
17.28,-0.327555,2.98782
17.2933,-0.287438,3.02883
17.3067,-0.24681,3.06445
17.32,-0.205744,3.09462
17.3333,-0.164312,3.1193
17.3467,-0.122587,3.13843
17.36,-0.080645,3.15198
17.3733,-0.0385594,3.15993
17.3867,0.00359469,3.16226
17.4,0.0457424,3.15897
17.4133,0.0878089,3.15006
17.4267,0.129719,3.13556
17.44,0.171399,3.11548
17.4533,0.212774,3.08987
17.4667,0.253771,3.05876
17.48,0.294317,3.02221
17.4933,0.334339,2.9803
17.5067,0.373768,2.93308
17.52,0.412532,2.88066
17.5333,0.450563,2.82311
17.5467,0.487792,2.76054
17.56,0.524155,2.69307
17.5733,0.559586,2.62081
17.5867,0.594023,2.54389
17.6,0.627403,2.46245
17.6133,0.659668,2.37663
17.6267,0.690761,2.28659
17.64,0.720626,2.19248
17.6533,0.74921,2.09448
17.6667,0.776462,1.99275
17.68,0.802334,1.88748
17.6933,0.82678,1.77886
17.7067,0.849757,1.66707
17.72,0.871222,1.55233
17.7333,0.89114,1.43482
17.7467,0.909473,1.31476
17.76,0.92619,1.19236
17.7733,0.94126,1.06785
17.7867,0.954657,0.941434
17.8,0.966357,0.813348
17.8133,0.97634,0.683815
17.8267,0.984587,0.553068
17.84,0.991084,0.421337
17.8533,0.995819,0.288857
17.8667,0.998785,0.155864
17.88,0.999974,0.0225933
17.8933,0.999387,-0.110717
17.9067,0.997023,-0.243831
17.92,0.992887,-0.376511
17.9333,0.986986,-0.508522
17.9467,0.97933,-0.639629
17.96,0.969934,-0.7696
17.9733,0.958813,-0.898202
17.9867,0.945989,-1.02521
18,0.931483,-1.15039
18.0133,0.915321,-1.27353
18.0267,0.897532,-1.3944
18.04,0.878148,-1.5128
18.0533,0.857203,-1.62851
18.0667,0.834734,-1.74132
18.08,0.810781,-1.85104
18.0933,0.785387,-1.95746
18.1067,0.758598,-2.06041
18.12,0.730459,-2.1597
18.1333,0.701023,-2.25514
18.1467,0.67034,-2.34658
18.16,0.638466,-2.43385
18.1733,0.605457,-2.51679
18.1867,0.571371,-2.59525
18.2,0.53627,-2.66911
18.2133,0.500216,-2.73822
18.2267,0.463273,-2.80246
18.24,0.425506,-2.86172
18.2533,0.386983,-2.91589
18.2667,0.347772,-2.96489
18.28,0.307943,-3.00861
18.2933,0.267566,-3.04698
18.3067,0.226714,-3.07994
18.32,0.185459,-3.10742
18.3333,0.143874,-3.12938
18.3467,0.102034,-3.14577
18.36,0.0600117,-3.15658
18.3733,0.0178831,-3.16177
18.3867,-0.0242772,-3.16135
18.4,-0.0663944,-3.1553
18.4133,-0.108394,-3.14365
18.4267,-0.1502,-3.1264
18.44,-0.19174,-3.1036
18.4533,-0.232938,-3.07529
18.4667,-0.273723,-3.04151
18.48,-0.314021,-3.00232
18.4933,-0.353761,-2.95779
18.5067,-0.392872,-2.90801
18.52,-0.431285,-2.85306
18.5333,-0.468931,-2.79303
18.5467,-0.505744,-2.72805
18.56,-0.541658,-2.65821
18.5733,-0.576608,-2.58365
18.5867,-0.610534,-2.50449
18.6,-0.643375,-2.42089
18.6133,-0.675072,-2.33298
18.6267,-0.705569,-2.24092
18.64,-0.734812,-2.14488
18.6533,-0.762749,-2.04503
18.6667,-0.78933,-1.94154
18.68,-0.814508,-1.8346
18.6933,-0.838238,-1.7244
18.7067,-0.860479,-1.61114
18.72,-0.881189,-1.49501
18.7333,-0.900334,-1.37622
18.7467,-0.917878,-1.25499
18.76,-0.93379,-1.13153
18.7733,-0.948043,-1.00605
18.7867,-0.96061,-0.878792
18.8,-0.97147,-0.749967
18.8133,-0.980604,-0.61981
18.8267,-0.987994,-0.488551
18.84,-0.993628,-0.356423
18.8533,-0.997496,-0.223662
18.8667,-0.99959,-0.090503
18.88,-0.999908,0.0428167
18.8933,-0.998449,0.17606
18.9067,-0.995215,0.308991
18.92,-0.990212,0.441372
18.9333,-0.983448,0.572969
18.9467,-0.974937,0.703547
18.96,-0.964693,0.832875
18.9733,-0.952733,0.960722
18.9867,-0.939081,1.08686
19,-0.923759,1.21107
19.0133,-0.906795,1.33312
19.0267,-0.88822,1.45281
19.04,-0.868065,1.56991
19.0533,-0.846368,1.68423
19.0667,-0.823166,1.79554
19.08,-0.798501,1.90367
19.0933,-0.772416,2.00841
19.1067,-0.744959,2.10959
19.12,-0.716177,2.20701
19.1333,-0.686123,2.30051
19.1467,-0.654848,2.38992
19.16,-0.62241,2.47509
19.1733,-0.588866,2.55585
19.1867,-0.554274,2.63207
19.2,-0.518698,2.70361
19.2133,-0.482199,2.77035
19.2267,-0.444844,2.83216
19.24,-0.406697,2.88894
19.2533,-0.367828,2.94058
19.2667,-0.328305,2.987
19.28,-0.288199,3.0281
19.2933,-0.24758,3.06383
19.3067,-0.206521,3.09411
19.32,-0.165095,3.11888
19.3333,-0.123375,3.13812
19.3467,-0.0814363,3.15177
19.36,-0.0393527,3.15983
19.3733,0.00280084,3.16227
19.3867,0.0449494,3.15908
19.4,0.087018,3.15028
19.4133,0.128932,3.13588
19.4267,0.170617,3.11591
19.44,0.211998,3.0904
19.4533,0.253003,3.05939
19.4667,0.293558,3.02295
19.48,0.333591,2.98114
19.4933,0.373031,2.93402
19.5067,0.411809,2.88169
19.52,0.449854,2.82424
19.5333,0.487099,2.76176
19.5467,0.523479,2.69438
19.56,0.558928,2.62221
19.5733,0.593384,2.54538
19.5867,0.626785,2.46402
19.6,0.659072,2.37829
19.6133,0.690187,2.28832
19.6267,0.720075,2.19429
19.64,0.748684,2.09636
19.6533,0.775962,1.9947
19.6667,0.80186,1.8895
19.68,0.826333,1.78093
19.6933,0.849338,1.66921
19.7067,0.870832,1.55451
19.72,0.890779,1.43705
19.7333,0.909143,1.31704
19.7467,0.92589,1.19469
19.76,0.940991,1.07021
19.7733,0.95442,0.943831
19.7867,0.966153,0.815773
19.8,0.976168,0.686266
19.8133,0.984448,0.555539
19.8267,0.990978,0.423825
19.84,0.995746,0.291357
19.8533,0.998745,0.158371
19.8667,0.999968,0.0251036
19.88,0.999414,-0.108208
19.8933,0.997084,-0.241328
19.9067,0.992981,-0.374019
19.92,0.987113,-0.506044
19.9333,0.97949,-0.637171
19.9467,0.970127,-0.767164
19.96,0.959039,-0.895794
19.9733,0.946246,-1.02283
19.9867,0.931771,-1.14805
20,0.91564,-1.27123
