T,X,V
11.84,-0.991187,0.590459
11.8533,-0.981588,0.848352
11.8667,-0.968597,1.09897
11.88,-0.952323,1.34038
11.8933,-0.932902,1.5709
11.9067,-0.910487,1.78911
11.92,-0.885252,1.99389
11.9333,-0.85738,2.18442
11.9467,-0.827066,2.36018
11.96,-0.794509,2.52096
11.9733,-0.759907,2.66679
11.9867,-0.72346,2.79794
12,-0.685359,2.9149
12.0133,-0.645789,3.01833
12.0267,-0.604927,3.10902
12.04,-0.562935,3.18784
12.0533,-0.519966,3.25575
12.0667,-0.476159,3.31373
12.08,-0.43164,3.36275
12.0933,-0.386521,3.40376
12.1067,-0.340904,3.43767
12.12,-0.294878,3.46533
12.1333,-0.24852,3.48749
12.1467,-0.2019,3.50481
12.16,-0.155077,3.51787
12.1733,-0.108107,3.52711
12.1867,-0.0610364,3.53288
12.2,-0.013911,3.53539
12.2133,0.0332267,3.53475
12.2267,0.0803348,3.53092
12.24,0.12737,3.52376
12.2533,0.174286,3.513
12.2667,0.221032,3.49826
12.28,0.267553,3.47903
12.2933,0.313784,3.4547
12.3067,0.359652,3.42458
12.32,0.405076,3.38786
12.3333,0.449962,3.34368
12.3467,0.494204,3.29111
12.36,0.537684,3.22918
12.3733,0.58027,3.15691
12.3867,0.621818,3.07334
12.4,0.662171,2.97753
12.4133,0.70116,2.86865
12.4267,0.738607,2.74594
12.44,0.774321,2.60882
12.4533,0.808109,2.45689
12.4667,0.839772,2.28996
12.48,0.869109,2.1081
12.4933,0.895923,1.91165
12.5067,0.920024,1.70125
12.52,0.941232,1.47785
12.5333,0.959381,1.24268
12.5467,0.974324,0.997275
12.56,0.985937,0.743432
12.5733,0.99412,0.48316
12.5867,0.998803,0.21865
12.6,0.999942,-0.0477963
12.6133,0.99753,-0.313818
12.6267,0.991586,-0.57707
12.64,0.982164,-0.83528
12.6533,0.969344,-1.08632
12.6667,0.953236,-1.32825
12.68,0.933972,-1.55936
12.6933,0.911707,-1.77823
12.7067,0.886612,-1.98372
12.72,0.858871,-2.175
12.7333,0.828678,-2.35153
12.7467,0.796231,-2.51308
12.76,0.761729,-2.65966
12.7733,0.725372,-2.79156
12.7867,0.687351,-2.90923
12.8,0.647852,-3.01334
12.8133,0.607052,-3.10466
12.8267,0.565114,-3.18407
12.84,0.522192,-3.25252
12.8533,0.478425,-3.31098
12.8667,0.433939,-3.36044
12.88,0.388849,-3.40184
12.8933,0.343255,-3.43609
12.9067,0.297248,-3.46405
12.92,0.250905,-3.48647
12.9333,0.204297,-3.50403
12.9467,0.157484,-3.51729
12.96,0.110519,-3.52672
12.9733,0.0634532,-3.53267
12.9867,0.0163296,-3.53534
13,-0.0308086,-3.53486
13.0133,-0.0779192,-3.5312
13.0267,-0.124959,-3.52421
13.04,-0.171882,-3.51365
13.0533,-0.218639,-3.49912
13.0667,-0.265172,-3.48013
13.08,-0.31142,-3.45609
13.0933,-0.357309,-3.42628
13.1067,-0.402758,-3.38992
13.12,-0.447674,-3.34614
13.1333,-0.491952,-3.29403
13.1467,-0.535473,-3.2326
13.16,-0.578109,-3.16089
13.1733,-0.619714,-3.07792
13.1867,-0.660132,-2.98276
13.2,-0.699196,-2.87456
13.2133,-0.736726,-2.75258
13.2267,-0.772534,-2.61621
13.24,-0.806426,-2.46505
13.2533,-0.838202,-2.29889
13.2667,-0.867663,-2.11779
13.28,-0.894611,-1.92208
13.2933,-0.918856,-1.71237
13.3067,-0.940217,-1.48961
13.32,-0.958526,-1.25501
13.3333,-0.973637,-1.01009
13.3467,-0.985424,-0.75663
13.36,-0.993785,-0.496637
13.3733,-0.998648,-0.232288
13.3867,-0.99997,0.0341158
13.4,-0.99774,0.300217
13.4133,-0.991976,0.563667
13.4267,-0.982731,0.822189
13.44,-0.970083,1.07364
13.4533,-0.95414,1.31608
13.4667,-0.935035,1.54779
13.48,-0.91292,1.76732
13.4933,-0.887966,1.97352
13.5067,-0.860356,2.16554
13.52,-0.830284,2.34284
13.5333,-0.797947,2.50515
13.5467,-0.763546,2.6525
13.56,-0.727279,2.78514
13.5733,-0.689339,2.90353
13.5867,-0.649912,3.00832
13.6,-0.609174,3.10027
13.6133,-0.567291,3.18027
13.6267,-0.524416,3.24926
13.64,-0.480689,3.30821
13.6533,-0.436237,3.3581
13.6667,-0.391176,3.39989
13.68,-0.345606,3.4345
13.6933,-0.299617,3.46276
13.7067,-0.25329,3.48545
13.72,-0.206694,3.50324
13.7333,-0.15989,3.51671
13.7467,-0.112932,3.52633
13.76,-0.0658698,3.53244
13.7733,-0.0187481,3.53528
13.7867,0.0283904,3.53496
13.8,0.0755034,3.53146
13.8133,0.122548,3.52466
13.8267,0.169478,3.51428
13.84,0.216245,3.49997
13.8533,0.262791,3.48122
13.8667,0.309055,3.45745
13.88,0.354965,3.42796
13.8933,0.400438,3.39196
13.9067,0.445384,3.34859
13.92,0.489697,3.29692
13.9333,0.533261,3.23599
13.9467,0.575945,3.16483
13.96,0.617606,3.08246
13.9733,0.65809,2.98795
13.9867,0.697227,2.88044
14,0.734841,2.75919
14.0133,0.770742,2.62357
14.0267,0.804737,2.47317
14.04,0.836626,2.30778
14.0533,0.866211,2.12744
14.0667,0.893293,1.93247
14.08,0.917681,1.72346
14.0933,0.939193,1.50134
14.1067,0.957664,1.26731
14.12,0.972942,1.02288
14.1333,0.984902,0.769812
14.1467,0.993441,0.510102
14.16,0.998485,0.245921
14.1733,0.999989,-0.0204342
14.1867,0.997941,-0.286608
14.2,0.992357,-0.55025
14.2133,0.983289,-0.809079
14.2267,0.970813,-1.06095
14.24,0.955036,-1.30389
14.2533,0.93609,-1.53618
14.2667,0.914125,-1.75637
14.28,0.889312,-1.96328
14.2933,0.861834,-2.15604
14.3067,0.831883,-2.3341
14.32,0.799658,-2.49719
14.3333,0.765358,-2.6453
14.3467,0.729182,-2.77869
14.36,0.691324,-2.8978
14.3733,0.651968,-3.00326
14.3867,0.611294,-3.09585
14.4,0.569466,-3.17644
14.4133,0.526638,-3.24597
14.4267,0.482951,-3.30541
14.44,0.438534,-3.35575
14.4533,0.393501,-3.39793
14.4667,0.347955,-3.43288
14.48,0.301986,-3.46145
14.4933,0.255674,-3.48441
14.5067,0.20909,-3.50243
14.52,0.162295,-3.51612
14.5333,0.115344,-3.52592
14.5467,0.0682863,-3.53221
14.56,0.0211666,-3.53521
14.5733,-0.025972,-3.53505
14.5867,-0.0730874,-3.53172
14.6,-0.120137,-3.52509
14.6133,-0.167074,-3.51491
14.6267,-0.21385,-3.5008
14.64,-0.260409,-3.4823
14.6533,-0.306689,-3.45881
14.6667,-0.352619,-3.42962
14.68,-0.398117,-3.39398
14.6933,-0.443092,-3.351
14.7067,-0.487441,-3.29979
14.72,-0.531046,-3.23936
14.7333,-0.573778,-3.16875
14.7467,-0.615496,-3.08698
14.76,-0.656044,-2.99311
14.7733,-0.695255,-2.88629
14.7867,-0.732951,-2.76575
14.8,-0.768944,-2.63088
14.8133,-0.803042,-2.48125
14.8267,-0.835044,-2.31663
14.84,-0.864752,-2.13705
14.8533,-0.891967,-1.94282
14.8667,-0.916498,-1.73451
14.88,-0.938162,-1.51303
14.8933,-0.956792,-1.27958
14.9067,-0.972238,-1.03565
14.92,-0.984371,-0.782976
14.9333,-0.993087,-0.523555
14.9467,-0.998312,-0.259549
14.96,-0.999998,0.00675177
14.9733,-0.998132,0.272993
14.9867,-0.992729,0.536821
15,-0.983838,0.79595
15.0133,-0.971534,1.04822
15.0267,-0.955924,1.29167
15.04,-0.937137,1.52455
15.0533,-0.915323,1.74539
15.0667,-0.890652,1.953
15.08,-0.863306,2.1465
15.0933,-0.833477,2.32533
15.1067,-0.801364,2.48919
15.12,-0.767166,2.63807
15.1333,-0.731081,2.7722
15.1467,-0.693304,2.89202
15.16,-0.654021,2.99817
15.1733,-0.61341,3.0914
15.1867,-0.571637,3.17258
15.2,-0.528857,3.24266
15.2133,-0.485212,3.30259
15.2267,-0.440829,3.35337
15.24,-0.395825,3.39595
15.2533,-0.350303,3.43125
15.2667,-0.304353,3.46013
15.28,-0.258058,3.48335
15.2933,-0.211486,3.50162
15.3067,-0.164701,3.51551
15.32,-0.117756,3.52551
15.3333,-0.0707028,3.53197
15.3467,-0.0235852,3.53514
15.36,0.0235535,3.53514
15.3733,0.0706711,3.53197
15.3867,0.117725,3.52551
15.4,0.164669,3.51552
15.4133,0.211455,3.50163
15.4267,0.258026,3.48337
15.44,0.304322,3.46014
15.4533,0.350272,3.43127
15.4667,0.395794,3.39598
15.48,0.440799,3.3534
15.4933,0.485182,3.30263
15.5067,0.528828,3.2427
15.52,0.571609,3.17264
15.5333,0.613383,3.09146
15.5467,0.653994,2.99824
15.56,0.693278,2.8921
15.5733,0.731056,2.77228
15.5867,0.767142,2.63816
15.6,0.801342,2.48929
15.6133,0.833456,2.32544
15.6267,0.863287,2.14663
15.64,0.890635,1.95313
15.6533,0.915308,1.74553
15.6667,0.937123,1.5247
15.68,0.955913,1.29183
15.6933,0.971525,1.04839
15.7067,0.98383,0.796123
15.72,0.992724,0.536997
15.7333,0.998129,0.273171
15.7467,0.999998,0.0069311
15.76,0.998314,-0.259371
15.7733,0.993092,-0.523379
15.7867,0.984378,-0.782803
15.8,0.972247,-1.03548
15.8133,0.956804,-1.27942
15.8267,0.938176,-1.51288
15.84,0.916514,-1.73437
15.8533,0.891985,-1.94268
15.8667,0.864771,-2.13693
15.88,0.835065,-2.31652
15.8933,0.803064,-2.48115
15.9067,0.768968,-2.63079
15.92,0.732975,-2.76567
15.9333,0.695281,-2.88621
15.9467,0.656071,-2.99304
15.96,0.615524,-3.08692
15.9733,0.573807,-3.1687
15.9867,0.531075,-3.23932
16,0.48747,-3.29975
16.0133,0.443122,-3.35097
16.0267,0.398148,-3.39395
16.04,0.35265,-3.4296
16.0533,0.30672,-3.45879
16.0667,0.26044,-3.48229
16.08,0.213881,-3.50079
16.0933,0.167106,-3.5149
16.1067,0.120168,-3.52508
16.12,0.0731191,-3.53172
16.1333,0.0260037,-3.53505
16.1467,-0.0211349,-3.53521
16.16,-0.0682546,-3.53221
16.1733,-0.115313,-3.52593
16.1867,-0.162264,-3.51612
16.2,-0.209059,-3.50244
16.2133,-0.255643,-3.48442
16.2267,-0.301955,-3.46147
16.24,-0.347924,-3.4329
16.2533,-0.39347,-3.39796
16.2667,-0.438504,-3.35578
16.28,-0.482922,-3.30545
16.2933,-0.526609,-3.24601
16.3067,-0.569437,-3.17649
16.32,-0.611266,-3.09591
16.3333,-0.651941,-3.00333
16.3467,-0.691297,-2.89787
16.36,-0.729157,-2.77877
16.3733,-0.765335,-2.6454
16.3867,-0.799636,-2.49729
16.4,-0.831862,-2.33422
16.4133,-0.861815,-2.15617
16.4267,-0.889295,-1.96341
16.44,-0.91411,-1.75651
16.4533,-0.936076,-1.53634
16.4667,-0.955025,-1.30405
16.48,-0.970803,-1.06111
16.4933,-0.983281,-0.809252
16.5067,-0.992352,-0.550427
16.52,-0.997938,-0.286787
16.5333,-0.999989,-0.0206141
16.5467,-0.998487,0.245742
16.56,-0.993445,0.509925
16.5733,-0.984909,0.769638
16.5867,-0.972951,1.02271
16.6,-0.957675,1.26715
16.6133,-0.939207,1.50118
16.6267,-0.917696,1.72331
16.64,-0.89331,1.93233
16.6533,-0.86623,2.12731
16.6667,-0.836647,2.30766
16.68,-0.804759,2.47306
16.6933,-0.770765,2.62347
16.7067,-0.734865,2.7591
16.72,-0.697253,2.88037
16.7333,-0.658117,2.98788
16.7467,-0.617634,3.0824
16.76,-0.575973,3.16478
16.7733,-0.53329,3.23595
16.7867,-0.489727,3.29688
16.8,-0.445414,3.34855
16.8133,-0.400469,3.39193
16.8267,-0.354995,3.42794
16.84,-0.309086,3.45743
16.8533,-0.262823,3.48121
16.8667,-0.216276,3.49996
16.88,-0.16951,3.51427
16.8933,-0.12258,3.52465
16.9067,-0.0755353,3.53146
16.92,-0.0284223,3.53496
16.9333,0.0187162,3.53528
16.9467,0.0658379,3.53244
16.96,0.1129,3.52633
16.9733,0.159858,3.51672
16.9867,0.206662,3.50325
17,0.253259,3.48546
17.0133,0.299586,3.46277
17.0267,0.345575,3.43452
17.04,0.391145,3.39992
17.0533,0.436207,3.35813
17.0667,0.480659,3.30825
17.08,0.524387,3.2493
17.0933,0.567263,3.18032
17.1067,0.609146,3.10033
17.12,0.649885,3.00838
17.1333,0.689313,2.90361
17.1467,0.727254,2.78523
17.16,0.763522,2.6526
17.1733,0.797924,2.50526
17.1867,0.830262,2.34295
17.2,0.860336,2.16566
17.2133,0.887948,1.97365
17.2267,0.912904,1.76746
17.24,0.935021,1.54794
17.2533,0.954128,1.31624
17.2667,0.970073,1.07381
17.28,0.982723,0.822362
17.2933,0.991971,0.563844
17.3067,0.997737,0.300397
17.32,0.99997,0.034297
17.3333,0.99865,-0.232107
17.3467,0.99379,-0.496458
17.36,0.985431,-0.756455
17.3733,0.973646,-1.00992
17.3867,0.958538,-1.25484
17.4,0.94023,-1.48945
17.4133,0.918872,-1.71223
17.4267,0.894629,-1.92194
17.44,0.867682,-2.11766
17.4533,0.838223,-2.29877
17.4667,0.806448,-2.46494
17.48,0.772558,-2.61612
17.4933,0.736751,-2.75249
17.5067,0.699222,-2.87448
17.52,0.660159,-2.98269
17.5333,0.619741,-3.07786
17.5467,0.578137,-3.16083
17.56,0.535503,-3.23255
17.5733,0.491981,-3.29399
17.5867,0.447704,-3.34611
17.6,0.402789,-3.38989
17.6133,0.35734,-3.42625
17.6267,0.311451,-3.45607
17.64,0.265204,-3.48012
17.6533,0.218671,-3.49911
17.6667,0.171914,-3.51364
17.68,0.124991,-3.52421
17.6933,0.0779514,-3.53119
17.7067,0.0308408,-3.53486
17.72,-0.0162974,-3.53534
17.7333,-0.063421,-3.53267
17.7467,-0.110487,-3.52673
17.76,-0.157452,-3.5173
17.7733,-0.204265,-3.50404
17.7867,-0.250874,-3.48648
17.8,-0.297216,-3.46407
17.8133,-0.343224,-3.43611
17.8267,-0.388818,-3.40186
17.84,-0.433909,-3.36047
17.8533,-0.478395,-3.31102
17.8667,-0.522162,-3.25256
17.88,-0.565085,-3.18412
17.8933,-0.607024,-3.10472
17.9067,-0.647825,-3.01341
17.92,-0.687324,-2.90931
17.9333,-0.725346,-2.79164
17.9467,-0.761705,-2.65976
17.96,-0.796208,-2.51318
17.9733,-0.828656,-2.35165
17.9867,-0.858851,-2.17512
18,-0.886594,-1.98386
18.0133,-0.911691,-1.77837
18.0267,-0.933958,-1.55951
18.04,-0.953223,-1.32841
18.0533,-0.969334,-1.08649
18.0667,-0.982156,-0.835455
18.08,-0.991581,-0.577249
18.0933,-0.997527,-0.314
18.1067,-0.999942,-0.0479794
18.12,-0.998804,0.218467
18.1333,-0.994125,0.48298
18.1467,-0.985944,0.743255
18.16,-0.974333,0.997103
18.1733,-0.959392,1.24251
18.1867,-0.941245,1.47769
18.2,-0.920039,1.7011
18.2133,-0.89594,1.91151
18.2267,-0.869128,2.10797
18.24,-0.839792,2.28984
18.2533,-0.808132,2.45678
18.2667,-0.774345,2.60872
18.28,-0.738632,2.74585
18.2933,-0.701187,2.86857
18.3067,-0.662198,2.97746
18.32,-0.621846,3.07328
18.3333,-0.580298,3.15686
18.3467,-0.537713,3.22913
18.36,-0.494234,3.29107
18.3733,-0.449993,3.34365
18.3867,-0.405108,3.38783
18.4,-0.359684,3.42456
18.4133,-0.313815,3.45468
18.4267,-0.267585,3.47901
18.44,-0.221064,3.49824
18.4533,-0.174318,3.51299
18.4667,-0.127402,3.52375
18.48,-0.0803673,3.53092
18.4933,-0.0332593,3.53475
18.5067,0.0138785,3.53539
18.52,0.0610038,3.53288
18.5333,0.108074,3.52712
18.5467,0.155045,3.51787
18.56,0.201867,3.50482
18.5733,0.248488,3.4875
18.5867,0.294846,3.46535
18.6,0.340873,3.43769
18.6133,0.38649,3.40379
18.6267,0.431609,3.36278
18.64,0.476128,3.31377
18.6533,0.519936,3.2558
18.6667,0.562905,3.18789
18.68,0.604898,3.10907
18.6933,0.645761,3.0184
18.7067,0.685332,2.91498
18.72,0.723434,2.79802
18.7333,0.759883,2.66688
18.7467,0.794485,2.52107
18.76,0.827044,2.3603
18.7733,0.85736,2.18454
18.7867,0.885233,1.99402
18.8,0.91047,1.78925
18.8133,0.932887,1.57105
18.8267,0.95231,1.34054
18.84,0.968586,1.09914
18.8533,0.98158,0.848529
18.8667,0.991181,0.59064
18.88,0.997307,0.327596
18.8933,0.999904,0.0616609
18.9067,0.998949,-0.204821
18.92,0.99445,-0.46949
18.9333,0.986448,-0.730037
18.9467,0.975011,-0.984266
18.96,0.960238,-1.23015
18.9733,0.942252,-1.46589
18.9867,0.921199,-1.68994
19,0.897244,-1.90105
19.0133,0.870567,-2.09824
19.0267,0.841356,-2.28087
19.04,0.80981,-2.44858
19.0533,0.776127,-2.60129
19.0667,0.740508,-2.73917
19.08,0.703147,-2.86261
19.0933,0.664233,-2.9722
19.1067,0.623947,-3.06867
19.12,0.582457,-3.15285
19.1333,0.539921,-3.22568
19.1467,0.496485,-3.28813
19.16,0.45228,-3.34116
19.1733,0.407425,-3.38576
19.1867,0.362026,-3.42284
19.2,0.316179,-3.45328
19.2133,0.269965,-3.47789
19.2267,0.223458,-3.49737
19.24,0.176722,-3.51234
19.2533,0.129813,-3.52329
19.2667,0.0827831,-3.53063
19.28,0.0356778,-3.53463
19.2933,-0.0114595,-3.53544
19.3067,-0.0585865,-3.53309
19.32,-0.105661,-3.52749
19.3333,-0.152638,-3.51844
19.3467,-0.199469,-3.50559
19.36,-0.246101,-3.4885
19.3733,-0.292474,-3.46661
19.3867,-0.33852,-3.43926
19.4,-0.38416,-3.40569
19.4133,-0.429307,-3.36507
19.4267,-0.47386,-3.31649
19.44,-0.517707,-3.259
19.4533,-0.560723,-3.19163
19.4667,-0.602769,-3.1134
19.48,-0.643694,-3.02335
19.4933,-0.683335,-2.92061
19.5067,-0.721517,-2.80436
19.52,-0.758055,-2.67396
19.5333,-0.792758,-2.52891
19.5467,-0.825426,-2.36892
19.56,-0.855862,-2.19392
19.5733,-0.883865,-2.00415
19.5867,-0.909242,-1.8001
19.6,-0.931808,-1.58256
19.6133,-0.951389,-1.35265
19.6267,-0.96783,-1.11177
19.64,-0.980995,-0.861584
19.6533,-0.990772,-0.604018
19.6667,-0.997078,-0.341185
19.68,-0.999857,-0.0753414
19.6933,-0.999085,0.19117
19.7067,-0.994767,0.455989
19.72,-0.986943,0.716802
19.7333,-0.97568,0.971406
19.7467,-0.961075,1.21777
19.76,-0.943251,1.45407
19.7733,-0.922352,1.67875
19.7867,-0.898541,1.89054
19.8,-0.871999,2.08847
19.8133,-0.842914,2.27186
19.8267,-0.811482,2.44034
19.84,-0.777905,2.59381
19.8533,-0.74238,2.73245
19.8667,-0.705104,2.85662
19.88,-0.666265,2.9669
19.8933,-0.626045,3.06402
19.9067,-0.584613,3.14882
19.92,-0.542127,3.22221
19.9333,-0.498734,3.28516
19.9467,-0.454565,3.33865
19.96,-0.409741,3.38366
19.9733,-0.364368,3.4211
19.9867,-0.318541,3.45187
20,-0.272344,3.47676
